date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:13:01	0/0	---M--	200	added ('OK')	text/css	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/assets/css/color.css	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/css/color.css	(from https://aiforge.baseecom.com/index.html)
19:13:01	213597/213597	---M-Z	200	added ('OK')	text/css	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/assets/css/main.css	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/css/main.css	(from https://aiforge.baseecom.com/index.html)
19:13:02	2832/2832	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Jul%202025%2013:56:00%20GMT	https://aiforge.baseecom.com/assets/img/logo/white-logo.svg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/logo/white-logo.svg	(from https://aiforge.baseecom.com/index.html)
19:13:02	32095/32095	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:54%20GMT	https://aiforge.baseecom.com/contact.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/contact.html	(from https://aiforge.baseecom.com/index.html)
19:13:02	61325/61325	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:54%20GMT	https://aiforge.baseecom.com/index-2.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/index-2.html	(from https://aiforge.baseecom.com/index.html)
19:13:03	51220/51220	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:54%20GMT	https://aiforge.baseecom.com/index-3.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/index-3.html	(from https://aiforge.baseecom.com/index.html)
19:13:03	69081/69081	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:54%20GMT	https://aiforge.baseecom.com/index-4.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/index-4.html	(from https://aiforge.baseecom.com/index.html)
19:13:03	57266/57266	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:54%20GMT	https://aiforge.baseecom.com/index-5.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/index-5.html	(from https://aiforge.baseecom.com/index.html)
19:13:04	52642/52642	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:54%20GMT	https://aiforge.baseecom.com/index-6.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/index-6.html	(from https://aiforge.baseecom.com/index.html)
19:13:04	65543/65543	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:54%20GMT	https://aiforge.baseecom.com/about.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/about.html	(from https://aiforge.baseecom.com/index.html)
19:13:04	43387/43387	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/news.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/news.html	(from https://aiforge.baseecom.com/index.html)
19:13:05	37293/37293	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/service.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/service.html	(from https://aiforge.baseecom.com/index.html)
19:13:05	40010/40010	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/team.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/team.html	(from https://aiforge.baseecom.com/index.html)
19:13:05	72428/72428	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/project.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/project.html	(from https://aiforge.baseecom.com/index.html)
19:13:05	36402/36402	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/project-details.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/project-details.html	(from https://aiforge.baseecom.com/index.html)
19:13:06	57327/57327	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/pricing.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/pricing.html	(from https://aiforge.baseecom.com/index.html)
19:13:06	40507/40507	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:54%20GMT	https://aiforge.baseecom.com/faq.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/faq.html	(from https://aiforge.baseecom.com/index.html)
19:13:06	26916/26916	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:54%20GMT	https://aiforge.baseecom.com/login.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/login.html	(from https://aiforge.baseecom.com/index.html)
19:13:07	27419/27419	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/register.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/register.html	(from https://aiforge.baseecom.com/index.html)
19:13:07	23995/23995	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:54%20GMT	https://aiforge.baseecom.com/404.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/404.html	(from https://aiforge.baseecom.com/index.html)
19:13:08	54490/54490	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/news-details.html	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/news-details.html	(from https://aiforge.baseecom.com/index.html)
19:13:08	1508/1508	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/assets/img/discord.svg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/discord.svg	(from https://aiforge.baseecom.com/index.html)
19:13:09	54703/54703	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:55:58%20GMT	https://aiforge.baseecom.com/assets/img/hero/hero-bg-3.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/hero/hero-bg-3.png	(from https://aiforge.baseecom.com/index.html)
19:13:09	26187/26187	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:55:58%20GMT	https://aiforge.baseecom.com/assets/img/hero/radius-img.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/hero/radius-img.png	(from https://aiforge.baseecom.com/index.html)
19:13:10	206995/206995	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:55:58%20GMT	https://aiforge.baseecom.com/assets/img/hero/color-bg.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/hero/color-bg.png	(from https://aiforge.baseecom.com/index.html)
19:13:11	189648/189648	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/assets/img/about/bg-shape.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/about/bg-shape.png	(from https://aiforge.baseecom.com/index.html)
19:13:12	284271/284271	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/assets/img/about/color-bg-shape.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/about/color-bg-shape.png	(from https://aiforge.baseecom.com/index.html)
19:13:12	576/576	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/assets/img/star.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/star.png	(from https://aiforge.baseecom.com/index.html)
19:13:12	840766/840766	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:55:58%20GMT	https://aiforge.baseecom.com/assets/img/hero/hero-1.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/hero/hero-1.png	(from https://aiforge.baseecom.com/index.html)
19:13:13	6330/6330	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Jul%202025%2013:56:00%20GMT	https://aiforge.baseecom.com/assets/img/icon/01.svg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/icon/01.svg	(from https://aiforge.baseecom.com/index.html)
19:13:13	103322/103322	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jul%202025%2013:56:02%20GMT	https://aiforge.baseecom.com/assets/img/service/01.jpg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/service/01.jpg	(from https://aiforge.baseecom.com/index.html)
19:13:13	507618/507618	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/assets/img/about/color-bg-shape-2.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/about/color-bg-shape-2.png	(from https://aiforge.baseecom.com/index.html)
19:13:13	180423/180423	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/assets/img/about/01.jpg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/about/01.jpg	(from https://aiforge.baseecom.com/index.html)
19:13:14	107554/107554	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jul%202025%2013:56:02%20GMT	https://aiforge.baseecom.com/assets/img/service/03.jpg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/service/03.jpg	(from https://aiforge.baseecom.com/index.html)
19:13:14	108657/108657	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jul%202025%2013:56:02%20GMT	https://aiforge.baseecom.com/assets/img/service/02.jpg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/service/02.jpg	(from https://aiforge.baseecom.com/index.html)
19:13:14	94008/94008	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jul%202025%2013:56:02%20GMT	https://aiforge.baseecom.com/assets/img/service/04.jpg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/service/04.jpg	(from https://aiforge.baseecom.com/index.html)
19:13:14	373045/373045	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:56:02%20GMT	https://aiforge.baseecom.com/assets/img/project/line-shape.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/project/line-shape.png	(from https://aiforge.baseecom.com/index.html)
19:13:15	1799/1799	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/assets/img/has.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/has.png	(from https://aiforge.baseecom.com/index.html)
19:13:15	491324/491324	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jul%202025%2013:56:00%20GMT	https://aiforge.baseecom.com/assets/img/project/01.jpg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/project/01.jpg	(from https://aiforge.baseecom.com/index.html)
19:13:15	543756/543756	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jul%202025%2013:56:00%20GMT	https://aiforge.baseecom.com/assets/img/project/03.jpg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/project/03.jpg	(from https://aiforge.baseecom.com/index.html)
19:13:15	473504/473504	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:56:02%20GMT	https://aiforge.baseecom.com/assets/img/project/color-bg.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/project/color-bg.png	(from https://aiforge.baseecom.com/index.html)
19:13:16	164887/164887	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jul%202025%2013:55:58%20GMT	https://aiforge.baseecom.com/assets/img/faq/01.jpg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/faq/01.jpg	(from https://aiforge.baseecom.com/index.html)
19:13:16	392946/392946	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jul%202025%2013:56:00%20GMT	https://aiforge.baseecom.com/assets/img/project/02.jpg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/project/02.jpg	(from https://aiforge.baseecom.com/index.html)
19:13:16	190259/190259	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:55:58%20GMT	https://aiforge.baseecom.com/assets/img/faq/color-bg.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/faq/color-bg.png	(from https://aiforge.baseecom.com/index.html)
19:13:17	6311/6311	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Jul%202025%2013:56:00%20GMT	https://aiforge.baseecom.com/assets/img/icon/02.svg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/icon/02.svg	(from https://aiforge.baseecom.com/index.html)
19:13:17	1153377/1153377	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/assets/img/paralax-bg.jpg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/paralax-bg.jpg	(from https://aiforge.baseecom.com/index.html)
19:13:17	324835/324835	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jul%202025%2013:55:58%20GMT	https://aiforge.baseecom.com/assets/img/faq/02.jpg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/faq/02.jpg	(from https://aiforge.baseecom.com/index.html)
19:13:17	1918/1918	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/assets/img/brand/01.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/brand/01.png	(from https://aiforge.baseecom.com/index.html)
19:13:17	1278/1278	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/assets/img/brand/02.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/brand/02.png	(from https://aiforge.baseecom.com/index.html)
19:13:18	288978/288978	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/assets/img/circle-bg.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/circle-bg.png	(from https://aiforge.baseecom.com/index.html)
19:13:18	1708/1708	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/assets/img/brand/03.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/brand/03.png	(from https://aiforge.baseecom.com/index.html)
19:13:18	1367/1367	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/assets/img/brand/04.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/brand/04.png	(from https://aiforge.baseecom.com/index.html)
19:13:18	1612/1612	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/assets/img/brand/05.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/brand/05.png	(from https://aiforge.baseecom.com/index.html)
19:13:18	1216/1216	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202025%2013:55:56%20GMT	https://aiforge.baseecom.com/assets/img/circle-check.png	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/circle-check.png	(from https://aiforge.baseecom.com/index.html)
19:13:19	25693/25693	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jul%202025%2013:55:58%20GMT	https://aiforge.baseecom.com/assets/img/footer/gallery-1.jpg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/footer/gallery-1.jpg	(from https://aiforge.baseecom.com/index.html)
19:13:19	30478/30478	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jul%202025%2013:55:58%20GMT	https://aiforge.baseecom.com/assets/img/footer/gallery-2.jpg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/footer/gallery-2.jpg	(from https://aiforge.baseecom.com/index.html)
19:13:19	26758/26758	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jul%202025%2013:55:58%20GMT	https://aiforge.baseecom.com/assets/img/footer/gallery-3.jpg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/footer/gallery-3.jpg	(from https://aiforge.baseecom.com/index.html)
19:13:19	28117/28117	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jul%202025%2013:55:58%20GMT	https://aiforge.baseecom.com/assets/img/footer/gallery-4.jpg	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/img/footer/gallery-4.jpg	(from https://aiforge.baseecom.com/index.html)
19:13:20	87533/87533	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2002%20Jul%202025%2013:56:02%20GMT	https://aiforge.baseecom.com/assets/js/jquery-3.7.1.min.js	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/js/jquery-3.7.1.min.js	(from https://aiforge.baseecom.com/index.html)
19:13:20	1762/1762	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2002%20Jul%202025%2013:56:02%20GMT	https://aiforge.baseecom.com/assets/js/viewport.jquery.js	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/js/viewport.jquery.js	(from https://aiforge.baseecom.com/index.html)
19:13:21	80663/80663	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2002%20Jul%202025%2013:56:02%20GMT	https://aiforge.baseecom.com/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/js/bootstrap.bundle.min.js	(from https://aiforge.baseecom.com/index.html)
19:13:21	2942/2942	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2002%20Jul%202025%2013:56:02%20GMT	https://aiforge.baseecom.com/assets/js/jquery.nice-select.min.js	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/js/jquery.nice-select.min.js	(from https://aiforge.baseecom.com/index.html)
19:13:21	17946/17946	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2002%20Jul%202025%2013:56:02%20GMT	https://aiforge.baseecom.com/assets/js/jquery.waypoints.js	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/js/jquery.waypoints.js	(from https://aiforge.baseecom.com/index.html)
19:13:22	2181/2181	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2002%20Jul%202025%2013:56:02%20GMT	https://aiforge.baseecom.com/assets/js/jquery.counterup.min.js	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/js/jquery.counterup.min.js	(from https://aiforge.baseecom.com/index.html)
19:13:22	143281/143281	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2002%20Jul%202025%2013:56:02%20GMT	https://aiforge.baseecom.com/assets/js/swiper-bundle.min.js	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/js/swiper-bundle.min.js	(from https://aiforge.baseecom.com/index.html)
19:13:23	5997/5997	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2002%20Jul%202025%2013:56:02%20GMT	https://aiforge.baseecom.com/assets/js/jquery.meanmenu.min.js	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/js/jquery.meanmenu.min.js	(from https://aiforge.baseecom.com/index.html)
19:13:23	20216/20216	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2002%20Jul%202025%2013:56:02%20GMT	https://aiforge.baseecom.com/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/js/jquery.magnific-popup.min.js	(from https://aiforge.baseecom.com/index.html)
19:13:23	8155/8155	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2002%20Jul%202025%2013:56:02%20GMT	https://aiforge.baseecom.com/assets/js/wow.min.js	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/js/wow.min.js	(from https://aiforge.baseecom.com/index.html)
19:13:24	13085/13085	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2002%20Jul%202025%2013:56:02%20GMT	https://aiforge.baseecom.com/assets/js/main.js	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/js/main.js	(from https://aiforge.baseecom.com/index.html)
19:13:24	123753/123753	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2013:55:54%20GMT	https://aiforge.baseecom.com/	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/index-7.html	(from https://aiforge.baseecom.com/assets/css/bootstrap.min.css)
19:13:25	104740/104740	---M--	200	added ('OK')	font/woff2	date:Wed,%2002%20Jul%202025%2013:56:04%20GMT	https://aiforge.baseecom.com/assets/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/webfonts/fa-brands-400.woff2	(from https://aiforge.baseecom.com/assets/css/all.min.css)
19:13:25	180684/180684	---M--	200	added ('OK')	font/ttf	date:Wed,%2002%20Jul%202025%2013:56:04%20GMT	https://aiforge.baseecom.com/assets/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/webfonts/fa-brands-400.ttf	(from https://aiforge.baseecom.com/assets/css/all.min.css)
19:13:27	392136/392136	---M--	200	added ('OK')	font/woff2	date:Wed,%2002%20Jul%202025%2013:56:04%20GMT	https://aiforge.baseecom.com/assets/webfonts/fa-light-300.woff2	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/webfonts/fa-light-300.woff2	(from https://aiforge.baseecom.com/assets/css/all.min.css)
19:13:28	402000/402000	---M--	200	added ('OK')	font/woff2	date:Wed,%2002%20Jul%202025%2013:56:04%20GMT	https://aiforge.baseecom.com/assets/webfonts/fa-duotone-900.woff2	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/webfonts/fa-duotone-900.woff2	(from https://aiforge.baseecom.com/assets/css/all.min.css)
19:13:28	357732/357732	---M--	200	added ('OK')	font/woff2	date:Wed,%2002%20Jul%202025%2013:56:04%20GMT	https://aiforge.baseecom.com/assets/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/webfonts/fa-regular-400.woff2	(from https://aiforge.baseecom.com/assets/css/all.min.css)
19:13:28	1132808/1132808	---M--	200	added ('OK')	font/ttf	date:Wed,%2002%20Jul%202025%2013:56:04%20GMT	https://aiforge.baseecom.com/assets/webfonts/fa-duotone-900.ttf	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/webfonts/fa-duotone-900.ttf	(from https://aiforge.baseecom.com/assets/css/all.min.css)
19:13:28	303544/303544	---M--	200	added ('OK')	font/woff2	date:Wed,%2002%20Jul%202025%2013:56:04%20GMT	https://aiforge.baseecom.com/assets/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/webfonts/fa-solid-900.woff2	(from https://aiforge.baseecom.com/assets/css/all.min.css)
19:13:30	999704/999704	---M--	200	added ('OK')	font/ttf	date:Wed,%2002%20Jul%202025%2013:56:04%20GMT	https://aiforge.baseecom.com/assets/webfonts/fa-light-300.ttf	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/webfonts/fa-light-300.ttf	(from https://aiforge.baseecom.com/assets/css/all.min.css)
19:13:30	426420/426420	---M--	200	added ('OK')	font/woff2	date:Wed,%2002%20Jul%202025%2013:56:04%20GMT	https://aiforge.baseecom.com/assets/webfonts/fa-thin-100.woff2	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/webfonts/fa-thin-100.woff2	(from https://aiforge.baseecom.com/assets/css/all.min.css)
19:13:30	785900/785900	---M--	200	added ('OK')	font/ttf	date:Wed,%2002%20Jul%202025%2013:56:04%20GMT	https://aiforge.baseecom.com/assets/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/code_start_20/aiforge.baseecom.com/assets/webfonts/fa-solid-900.ttf	(from https://aiforge.baseecom.com/assets/css/all.min.css)
